pool_id,date,previous_day_tvl,current_day_tvl,rugpull
0x0425bf56a98294c1a5080a5a1f25cbeea9464ba2,,,,False
0x042da4028ca804b9a5945f4b0f892bebab1d28aa,,,,False
0x0434cbab59141b6fee54d6a3fd3e4bd47274a9f4,,,,False
0x043a957a1121c25698a5423a62b980c76299638e,2021-08-22,22272.665161643326,0.5221298645624752,True
0x04416ea04cc66e0625ea171a6b9d2519b9501be2,,,,False
0x0452c14f28b28fc69e42e8c2d454534a55b2be2f,,,,False
0x04916039b1f59d9745bf6e0a21f191d1e0a84287,,,,False
0x0491cf8c743235bd378da6a1cb822b4696d7bb49,,,,False
0x04ad3a3913d81d0520b4b1362070d19c46aa3018,,,,False
0x04b6115aafae7c138552e67267ef48133522d426,,,,False
0x04b8d983edece7ce4f672ad3b7096e2e1df00796,2022-06-30,808915.8442596339,1193.565341562756,True
0x04bc740fb4ac8fb00d28b77e0d3d4bad00ad2877,,,,False
0x04be2e4100e45dc7acf006a45939cc705efd03e6,,,,False
0x04c745dfd42e25c1c63412e43239e89de426f0ea,2023-03-27,6205.21968219744,10.195768921123673,True
0x04ca0c71eec16fd4fa9d35ac924cc33eeb4187a2,,,,False
0x04ce4e099dfb008faa102c327be87a8d49fdc3e3,2023-12-25,359363.4213143816,1048.9438512907827,True
0x04dd76803f247b611d4f470fc6cd206a9d02f869,,,,False
0x04e08fd3503c971d510674b2bc5c9a17d4760eaa,,,,False
0x04eb5b4c9d8becfc1f10a7e7c541b1169dc3adc9,,,,False
0x04ecd3c4563ef7491919e6c7aa330eb89e0c8284,,,,False
0x04ed15a29addad1e8189026d17879403997050a3,,,,False
0x04efaef07927341afb0a5b5a375233cd065c48ec,2022-10-10,199546.05375026527,1288.9709148480426,True
0x0509f0b09beee2f61ff0afeb57bdbcb24b50c631,,,,False
0x050f9cc9a7a5850fec94eee9fec93ebb3a4f2ad8,,,,False
0x0511e23e7e22fcdbc37aef28b685333eb7186f02,2021-08-20,67045.65003765009,603.2857921448175,True
0x052912ae8b354dc0c9711550cd6bdd60f7799917,2021-10-19,318945.6193997615,62.24482658003816,True
0x052b7f4e0e8a3619bfef537db1b97af8c2f223b4,2023-04-22,306045.54060335964,2359.1348987475567,True
0x052cea5c8bc91e204bf1e686bb91f25f66d831b1,,,,False
0x0531bd376fb00f1065f45a6ba32b5b43e5a5536b,,,,False
0x05610a0545c4a0250b0b86af9bb117fc5799f7d5,,,,False
0x056a4f9d04655f551a5a00df58b384820d33647c,2023-07-21,49018.73289107894,182.16435823053865,True
0x0584bf62bbe7ff8a6387c1a8768d58ada3209227,,,,False
0x0589bde724444fb66bf15ea375972f5afefed5af,,,,False
0x058d79a4c6eb5b11d0248993ffa1faa168ddd3c0,,,,False
0x05a9419ae93d9fcaf73c62a7b3a5142e39f08fdb,,,,False
0x05a9716cd1c08361252ebd7c8c88c3b26c5ab73f,,,,False
0x05aaa0053fa5c28e8c558d4c648cc129bea45018,,,,False
0x05aebcb166ab3ba4048324c5d7eca4b490cc157c,,,,False
0x05ce791c4a6253d8460fdc7085f77954799c7c17,,,,False
0x05da28c40b0ac59e9761eb6efc533f02b28bf1e4,2023-12-03,153427.12539668469,106.08949793374487,True
0x05dbbc295bc2fd4644ca722a66ced8f1a353c4ba,,,,False
0x05dbd4649043abfdbde5d145b80d0937e515228f,,,,False
0x05e2dcfa4c77f05394d773e2980379eb53063dca,,,,False
0x05f44e07c2ea8c574dcf94cef651a25c52557da5,2021-11-23,6420.380101768959,4.16e-14,True
0x05f63dc38bfeb686ca68b9d237b192cb43067ce0,,,,False
0x0616189d9a6c609ccbdc74fec3853146795efed3,,,,False
0x062b3914f1aaff7ad5f31d13f2a4da5d8e172e3c,2022-10-10,11430.969585792975,71.7420292406199,True
0x062b5073e30e0f4bdb5e7437cfdc659916d631c0,,,,False
0x0637e8848467324dd5b5b032024cebf97b4fed39,,,,False
0x063c92311cb90e9e9d4a165c74f509f19b889dd4,,,,False
0x06474ae21b7eaec0916900a6a839aa2e0719d2fc,2021-06-26,43655.93215760874,83.28275657639165,True
0x065ec679e2afe17bf04355c269323225cc826cfa,2022-09-03,168069.38587721216,235.29149200416416,True
0x06729eb2424da47898f935267bd4a62940de5105,,,,False
0x067414b0dda879109ea2fb5afc9d3ea93373fbf9,,,,False
0x067b0d52df7da4a13142a02c1d2c19496d6b0508,2021-05-06,56583.11798040407,6.233415364431919,True
0x0680fcacb10dca217ec8463817384d7bcb6dbf21,2023-07-22,56732.04925727133,3.7e-15,True
0x0693888a53d8176a71da968bdd2761c1f220ac1b,,,,False
0x069648e80a86a3cdfa5ffb235a68b43b21b938b8,,,,False
0x06ada8f74d99c6c200672b02e5c3341866ca3bfb,,,,False
0x06b009d577296d4f2d81258da4f9ba78f55f9be2,,,,False
0x06b1655b9d560de112759b4f0bf57d6f005e72fe,,,,False
0x06b99fa934afdf22cec37028dc17cee54210cf84,2022-07-29,10100.142123098136,0.4313159414017605,True
0x06f171de64205e4dd881c49d57e6e4ada7c37726,2021-06-08,325188.44022424374,489.26616417105134,True
0x0710bb2d0110463af338e60755435762c73e514c,,,,False
0x07201a08626c5cf6c31834751d3c18f50ad933eb,,,,False
0x0733ccdb591eddd1f3c0b5498a1d67cbe1210fbd,,,,False
0x0747f134a13d4a3138371745c0e3f625bd244f86,2022-10-29,12453.878417580807,81.39120875186083,True
0x074dc58ad429c285c43eae99f8fa7b87a9f53b00,,,,False
0x075e94d6115373973ba34989cfa1754f89bd32e3,2022-03-02,5001.3017918722235,6.3499296158192395,True
0x075f4849d3c2088e5599cecf6ee0fdf8addfd124,,,,False
0x076348955ba575370d43790a3f40ca0d2fba2283,,,,False
0x0771306d1d1df8cf8d5f22ae908fb08c52652b43,2023-12-06,17581.809959290345,0.8204320799932496,True
0x07952b26b5578a3f21a015a55e4ab236e715a35c,,,,False
0x07a72f8f6a29cf501e7226ca82264f9ee79380e7,,,,False
0x07aa6584385cca15c2c6e13a5599ffc2d177e33b,,,,False
0x07afca04549d415461159ff2146dd7ede523d49e,2023-01-03,100863.48794550162,1.9411731507677012,True
0x07b9c527b85f177a2754f3f9ea3aeddfcf18bf26,,,,False
0x07bcf2a52f225e79f015346fb5de85f2549ad0b0,,,,False
0x07d86f491acc41b1ef2cb21316748c43f933af33,,,,False
0x07dd38ad816fe84b8b37b3350c4ea127171d5f2f,,,,False
0x07ed78c6c91ce18811ad281d0533819cf848075b,,,,False
0x0813ab99b5975737b575daa519702ce113f4e24d,,,,False
0x083a02ce4aea75aa17c05aeec54b47b86067e7f3,2023-07-13,78214.94275795667,227.3931825414533,True
0x0846f0e96eeeb5e0cde0e1fbd415527da7857bcb,,,,False
0x084b5191bd08412952337b1108b6e5942418928f,2021-05-13,23574.087040937135,158.65356967179514,True
0x084f19491f9b216868c2a070881f601e7dd4aa65,,,,False
0x087a2050f5179130e5687b410a2d41633278717a,,,,False
0x087c68d7953c7110c804a45b1a04f33dbf20a56d,,,,False
0x087d17df659fab2528284c20e6686ba16ead6ee1,,,,False
0x08947a42235dbc4be7326ba73a50e7c29b180689,,,,False
0x089f3f03e6bcb466b9c4b3e2eaa981e7a011a6fd,,,,False
0x08ad0f0dd9ba16a16e3fa6e5531cc592b307cfde,2021-11-03,5868.13550968577,11.363845704325033,True
0x08c649d687efcfb8352541a48037139125d3a953,2021-10-21,36651.72980861616,316.4898002794362,True
0x08c849b6fa8b4c1851cd021401adde7bf8853a25,,,,False
0x08d3004ec38776fe962685f58af2bfa50e46b741,,,,False
0x08e7b78041880d8a1f9e98448be2cf1293be85e4,,,,False
0x08eb0ccfc1779971a6d375a830fe29628c34d9ee,,,,False
0x08f04fad6c99fec60e36850febdc805e65750ffa,,,,False
0x08f711bbc1490171a8e02fdf42ac0f724bde98bf,2023-06-15,34222.67907994917,142.85127271437378,True
0x08ff318a4972ac6e1c2e72960b6c004c6e43a80a,,,,False
0x09117bff68b5939319e61b226bf1f3f5f985eba1,,,,False
0x0942650a9fb4a873215fc0cfbe6bbc4802d19a7a,,,,False
0x095a1b2b2655a58cc1920b044c4b7305d4270524,,,,False
0x0960d1ecf595df866ddbf8aa15e228c48515d610,2023-09-16,125509.31530874105,1064.4592980460702,True
0x0981a5c0742323ccb85a8a881d2ad8bc8fc1e471,,,,False
0x098e0b9de8ed064006d9dda99b4e3d1604801cea,,,,False
0x09946d4e4ccde2a28ef269d26d9423034f5333e1,,,,False
0x09a737337c3445c7ed8166c35d4c1bf4f5882229,2021-08-11,107682.40678203914,8.54114435643833,True
0x09aa6c7dff59f0d85814755bf10c1ee60b0ac1f9,,,,False
0x09ab1e2ec57b33cf67a7a32dacf5514a64e0db2d,,,,False
0x09c2395f31257b922bfd9d3ca9ee6c5f308bee70,,,,False
0x09efbea2789d67d724282b0e15afe5b9e48a13be,2021-06-21,9809.355107525756,4.4e-15,True
0x09f489c6acb9bf2f0473c7438cf8a796a3e36464,2023-02-09,162432.07071110827,167.86347707778071,True
0x0a023cc8b2b1416956c25fd68d2211146e32af86,2021-07-20,9803.017842624526,28.850037984403727,True
0x0a08bf867bddf555f4aab644dbf0dbdfbf510faf,2021-06-17,240218.1935946699,21.502066471263024,True
0x0a1665e3f54eeb364bec6954e4497dd802840a01,,,,False
0x0a2405d9b269769359f49afe96268f3a286245e5,,,,False
0x0a55882f4e1117adc54afbbac4a39079ad52fb89,2021-10-24,26134.666128786463,144.33406434298408,True
0x0a5701ea7992fb91e47f473f13b5ee636884dad9,2023-12-20,6472.267609119704,3.885152190857072,True
0x0a61a26c0dc08f4ed68a00966cc5a0ca60918ea3,,,,False
0x0a6773c78f7b75748574b05912a794b739f360e1,2023-11-16,132633.55686324585,1185.8706810953531,True
0x0a72f60921b52bfffd4d5f4e19adaeb314b5aa69,,,,False
0x0aa14199f27ae7f6324f94c86663da198408026a,,,,False
0x0aa9920c1634c75b4d4b12d1160ab73a38bcb69a,,,,False
0x0aad82cfe04ba15b046006355970fa70e9193741,,,,False
0x0abc86c50a3489200060b7226094a04b45924a68,,,,False
0x0ac0c1c8e854bba874da31f566251f757982e97b,,,,False
0x0ac725fac7ead9e58154ca33f8ed1a1eb371bde9,,,,False
0x0acaa47b1fe5ae1234d49596dab308f9e3e1f46a,2022-12-15,25241.62533108569,88.74284037114916,True
0x0ad5cf02c773efcfe0ed480017dd1c5818394a82,2022-09-05,5527.747393086522,50.94648620664928,True
0x0adee264d34a2c2da8113c318bf823504fca4a31,,,,False
0x0af4034aed5baa17fcf15a180ba684be2083f2b3,2023-06-12,6179.9375485653045,30.95218345520728,True
0x0b17bce10337ac829c190a94add5855be588ebcc,,,,False
0x0b1a02b8cad71bee94e7fd0845fd9853fa1b46ff,,,,False
0x0b23b6ce059c6beb66b65dbbf5493f29fca4bd8d,,,,False
0x0b5008371949bbe563ef283b94932b0c5400a997,,,,False
0x0b85eeb8ebc6a5e5911d11b712646cf1ae9e89ea,,,,False
0x0b8fbd2e8de01e4ed592720a2cce5a01d7a8fc41,,,,False
0x0b95c2e4214cbb6da38049fd21ea5bceff947239,2023-01-22,8288.651266506366,3.235648658387773,True
0x0ba9ff92c982520bd04745aac5dae92cf12be843,2023-12-26,44456.51048731023,255.41157340866087,True
0x0bab2c180d26ed08a0fbf056f54e13847c9bdd5f,2022-08-07,11813.84710886826,22.42992209054592,True
0x0bb5fd9b4e16607d32c4e5ac625ac5381c605920,,,,False
0x0bbb7c3ef37b37330125547b76a992aeb5a83119,2021-06-12,164443.28693449797,229.1396640418114,True
0x0bc1a6edafa658e6501d2107d8f31d490752b94b,,,,False
0x0bd826d6178d8b5a670a5b0a5176f525edcf8556,,,,False
0x0be54d72e185075c18f723097125abfcbbde01eb,,,,False
0x0c0197dcaee8ca1800ab6eae000d5d0c1dac04f2,,,,False
0x0c276bd9809a1192b6c5fa2e25e13555ed9b2e81,,,,False
0x0c30062368eefb96bf3ade1218e685306b8e89fa,,,,False
0x0c427e257863c759e1e74228af39d8f3787e7683,2023-06-07,6065.092543451592,7.659035600330029,True
0x0c4f25f24da0e0164222a554bd0b5f906b99c18b,,,,False
0x0c575cd6d9a61e1b682399f0112d4c22891bb431,,,,False
0x0c5de8f09950d118101ca4a1281e53b065b18159,,,,False
0x0c70805fd9b9e4625cf5760a86c2caeaee59e09f,,,,False
0x0c9b62b7092b33cc5b5c21b428e704d4776c793f,2022-01-30,798455.9872782782,1.04e-14,True
0x0ca4214503023aa6576375008f72cb7b0b8622db,2022-09-28,165811.4998072774,2.6e-15,True
0x0caaf639e79c3e82b91a6329c5bdeac777d0c744,,,,False
0x0cae888a2411c10c06d4892d0c2bf8d81c8eaf91,,,,False
0x0ce2f0a319fe761e8ca975414558c12900c717c2,,,,False
0x0cf449897ab1fef7cf2a7c224562628232f5de09,,,,False
0x0cf9be88a6f13c6561a62043d53637f452ea7fc6,,,,False
0x0cfbed8f2248d2735203f602be0cae5a3131ec68,,,,False
0x0d03eebe59cacb5dd521bdeed94f7ff4ce9e939a,,,,False
0x0d0db217afb6436915e3140b2b6547ce9622e8d7,,,,False
0x0d14d6c998b29f93d95796098d19289c8028f11d,,,,False
0x0d16ce5210bbeb461920da699d15c445f7ff7eb7,,,,False
0x0d1ababa67b77e531a242b5d4e7ab71398493e7a,,,,False
0x0d38a559bba413d0a493a85f6c8f58827a6e295e,,,,False
0x0d5d358680b97eaef0c18b6d85b8ea1bd4509f00,,,,False
0x0d6e073b582fb57e7322b97911b9fa51b1177f3d,2023-11-14,267052.38962398533,2268.9016893294665,True
0x0d71e2b93950e069bf5edcddcec2ab4741254444,,,,False
0x0d8dc2afc314f128bf2d9764b10c2acf7446b253,,,,False
0x0d96a6ce2ec401563b36e558ba57a4bf4b0a4dfb,,,,False
0x0d9a0875f5c10e43a5e247bc5c7968b4cb8e804b,,,,False
0x0db8d0b172bdf1055b11ecefd7624aee17b64ce2,,,,False
0x0dc357d38151fcbe12e697cd3bc09154e3a4f068,,,,False
0x0dc9877f6024ccf16a470a74176c9260beb83ab6,,,,False
0x0de615fb8dcb1f38c27d2936ece7825473750186,2022-07-29,8234.713366286993,56.41663637951643,True
0x0de99dd8bf4c58c8f00feac4448b5893947710b8,,,,False
0x0df407bc6abe9af2093dcb4c974e18d40a6a381a,,,,False
0x0e2c4be9f3408e5b1ff631576d946eb8c224b5ed,,,,False
0x0e2e8d0e47a035d5118e6c5bc0212efa0bdf8504,,,,False
0x0e35d429fbcc4d40e145cdf8b99532ae4b2083b1,,,,False
0x0e3a144db9512b604c57319e09bd21db359411a5,2023-11-09,114351.31547300532,10.760892019504698,True
0x0e4620563098fe12dc3956f8d16076f9c81b1824,,,,False
0x0ea42cd622bdb0e504088e375a2529043e0b9797,2022-10-30,5071.600082538293,3.1e-15,True
0x0eb78c7b6d2407411ccc24d0bf6b54a341abd68b,2023-06-25,63605.27148261961,133.20028356146815,True
0x0eb86eec804f21ee77038b71783ab0a24afed649,,,,False
0x0ece0d4818f923b20ad0be3338b0130616771d31,,,,False
0x0ece3ea4da76f78ec0823d4492dcc7bf223ad8fc,,,,False
0x0edc8db128e4120899c918c796403f2889a7995b,,,,False
0x0ede8afc34e7f092f27eef121acb4de4f2e010cb,,,,False
0x0edf1daa89961018caa24f40c5eed28801fe24e1,,,,False
0x0eeb1dccfdb649b3ef82a42d4ea13d35eb72c44c,,,,False
0x0ef625418eb5ef7da8caf57f9e68a9fb49fec900,,,,False
0x0f0960c69efb4627da97e24abf6141eac95f4500,2022-02-23,3014608.596024824,22468.797906355292,True
0x0f1a20194267ab96b0c8ff366d123911f8aae9b5,2023-06-26,41703.17219879353,0.1874853536082279,True
0x0f2444b6d77476c037c5cd307be86a910065d09f,2021-11-29,19287.099737384277,106.91904392717196,True
0x0f397ac1b8fcfe10909c2130d83f798b8fc18de0,2021-05-22,19566.3781335309,184.9741564700916,True
0x0f5cc4bb5c21234abd765987e5584fa2b94053b2,,,,False
0x0f681f10ab1aa1cde04232a199fe3c6f2652a80c,,,,False
0x0f6d78b92e1f289006b2021bfdc4e186702ac074,,,,False
0x0f6e1fdad598cbb45d308d4b7dbd7ed63c9923fa,,,,False
0x0fa8e7a63f6402e9045158becb7ad817f1cc1309,,,,False
0x0fd4dc88e09be8d3ffafe98200ce2b836c25b7a0,,,,False
0x0fd70ff55d27c98b10debfc61cb3edde5d843fb3,2023-12-04,16550.67582805417,4.4e-15,True
0x0fddb7063f2db3c6b5b00b33758cdbd51ed2cc6f,,,,False
0x0ff5929dcd5071b098c240fcf7ab4baaf725b287,,,,False
0x10041f51a2be96d4fcd2c68e48455f44c48aab2f,,,,False
0x1008696d5dc27b52b14c5ab93dd4b8d72d797bae,,,,False
0x10114f60b5a50bc241b88e3fb514f9abb95eccd1,2022-06-27,8509.471422808692,0.4401675253236994,True
0x1017948984d9f00fd599dbbf012d36a4565927da,,,,False
0x102b0e3ffdd6151d3e2bb760cfe67cb8571fb916,2023-02-28,11463669.509839104,2208.9197048351607,True
0x1032ef1025536999e53b16263b54f82882431671,,,,False
0x10431a7ecf672abdc95fd9205e926f5d1d11c573,,,,False
0x106b5365cbf976f7797ecdc7b4b8520090a03a23,2024-01-22,37082.788859699016,135.62769445750536,True
0x1086e6b7461f09bb44026afb9e0db5cbdb632c9c,2023-09-14,41639.351347694384,55.34946459486165,True
0x108947b5d4a03d0e21e26b53c90aabe344334b66,,,,False
0x1090fe5dd07455318d24e0995791cd55f86e2d52,,,,False
0x109830a1aaad605bbf02a9dfa7b0b92ec2fb7daa,2023-01-29,128059.32502873563,103.5557604689706,True
0x10a6704dc895325a084659277df03562aeae51fd,2023-04-12,118582.66071189327,1.86e-14,True
0x10b5c63a0a94ec3036238190bc88608a02e91e2c,,,,False
0x10b984002f9420544fb7f3f6274d6f18290bb07e,,,,False
0x10cbf21c7fafd49e2bac416a25a97f98720d0141,2023-04-03,17281.07590795171,114.64602883367752,True
0x10d6db8c60b5523f098bbd6bdbc9bbdf3abb0f62,,,,False
0x1114a9f5afb308ff4d9a29a1e274506b975d42dd,,,,False
0x11184bf5937beb9085b4f070e7b410be052e37a6,,,,False
0x1125471c1b32ab7b5e9570b83bbd60f20aeb90dd,2023-09-24,16018.001657946876,24.30547980216448,True
0x11396ebf0521a33f84248a7e73950b0fce311af3,,,,False
0x11456b3750e991383bb8943118ed79c1afdee192,,,,False
0x11495876ab8c4c4c1046484ad5f1f4ce973a6686,2021-08-26,34238.35756797523,12.113946046546276,True
0x114f5ffef8d0f55fd15617bd9d78832b8d49cdde,,,,False
0x115db12eda59151890a5ff786f61f0c6c476b734,,,,False
0x1171510c66783541c5df41920848d0b292695975,,,,False
0x117439f6fdde9a09d28eb78759cd5c852a8653f0,,,,False
0x117b0cc559275177925ad10b4161c0804b63ff3b,,,,False
0x1181d3a2cef96ea6206c02b1be31d3e6795489e3,,,,False
0x1189a2b680edefd4c00468f1d9a052615c7d48b4,2023-11-04,18606.81248524748,60.12326140403508,True
0x11939e41dd9c5fdb319c1d8eebb83afb886a1c39,,,,False
0x1194371ee84f30ea2d06c0e060339577fdcad720,,,,False
0x11950d141ecb863f01007add7d1a342041227b58,,,,False
0x119f1bbb25e8894929229b592a98a328e039ae96,,,,False
0x119f33c3266dd5ed81a9db08d5033d4052e1e145,,,,False
0x11a38dbd302a30e52c54bb348d8fe662307ff24c,,,,False
0x11b4b114637425d0f6828d4e5f6bd616cbc5d6df,2021-08-10,100212.75347564647,483.1203332371172,True
0x11b7a6bc0259ed6cf9db8f499988f9ecc7167bf5,,,,False
0x11b815efb8f581194ae79006d24e0d814b7697f6,,,,False
0x11c4d3b9cd07807f455371d56b3899bbae662788,,,,False
0x11c705519c502b91ea420d9a5f1ff2dd8f3dfe57,,,,False
0x11c91eb3dc0dd910e3995bfebfd53e1c01739d36,,,,False
0x11dc2cdee239c44131a5289adff0193bc66e9213,,,,False
0x11e5d0c6171284d8446d5656ae41a3bba6b6e18e,,,,False
0x11e6a4b2ea4546cbadf371ed312d37cc81e9606f,,,,False
0x11f7baa7030b10ecf283f34cb70d3fab8fecd9eb,2023-05-24,31973.02196398447,3.7e-15,True
0x12014971036f0279d08705d1824c30f631c4b7fb,,,,False
0x12026ac556cd535149e47c0ad9846fb7970ec455,,,,False
0x121a694cb8997f94dabb7ed04586d717b602654b,,,,False
0x122c12fcab68cb8cd96615c636ac44999ba90f2b,,,,False
0x122e55503a0b2e5cd528effa44d0b2fea300f24b,,,,False
0x122f5d0bfe528178a8c8f107debfcc3136ce3ff6,,,,False
0x126057c719542b9c370c60f568b1abb0517e3052,,,,False
0x126750cdafbd2b64ff045dd88f94150c5ac9c5c7,2023-08-02,68156.66885917411,37.366941512141125,True
0x126b3e5bfe28244626d4b294a84c50d8a2297859,2021-05-09,1614843.6420628564,6103.234873669736,True
0x127452f3f9cdc0389b0bf59ce6131aa3bd763598,,,,False
0x1283de7ad8fa41d45cba1c2eb15e7b85dc1bed09,,,,False
0x128b385e7d1709209d02ab6770ec40e3a4741d77,,,,False
0x12911fc8ba37f2d0c237afa7301e47de1cb8d98f,2023-09-20,123824.81585647423,337.1565052393328,True
0x1294adf166a19bb30d40c8f2d8d7d3517b005972,,,,False
0x12b791bb27b3a4ee958b5a435fea7d49ec076e9c,,,,False
0x12c74661863d38fa78a26ab7565d258a2b064732,2022-05-29,7247.4993695053345,0.8971169050510074,True
0x12cc685eeb95d3fcdfae0a996e214e51fa6f7548,,,,False
0x12d92d69c6de36d972e2c1046e615b7f53bf9c8e,,,,False
